283	45
228	20
33	2
35	4
451	45
410	4
327	20
280	21
253	58
137	27
285	46
286	20
71	20
101	50
285	27
227	43
35	39
227	47
210	17
11	27
322	29
429	42
105	39
262	43
113	6
458	44
159	4
262	47
184	45
87	49
105	20
457	6
255	12
361	2
198	60
131	55
184	35
38	19
65	43
87	20
150	12
312	34
23	45
235	17
379	44
228	27
149	38
181	47
148	29
241	23
219	35
207	46
173	12
9	2
295	49
93	49
115	20
327	44
205	45
33	49
395	27
175	29
101	4
107	35
417	27
194	45
359	6
159	32
263	44
148	20
173	50
320	20
129	27
135	36
92	20
144	43
58	2
290	49
373	27
308	33
240	48
253	17
302	4
419	20
198	20
392	46
161	43
316	2
349	43
172	0
110	30
215	27
376	43
105	49
464	2
462	36
370	35
270	18
158	43
310	43
212	42
213	12
114	60
168	20
351	20
217	20
86	45
74	27
187	2
260	21
136	27
338	27
209	17
145	60
6	40
55	23
364	27
107	2
276	36
326	20
332	20
48	21
44	26
433	27
220	20
291	49
206	33
252	19
265	49
455	47
305	4
423	60
330	6
400	21
212	12
130	20
262	27
358	43
157	27
454	21
154	20
292	2
29	20
428	12
191	13
116	38
177	40
182	6
229	20
30	36
198	43
428	45
110	20
107	27
234	12
418	18
10	20
442	13
89	47
450	27
155	27
314	2
407	20
408	46
140	50
126	2
339	12
438	27
138	2
313	27
392	43
385	12
148	60
72	45
223	23
207	43
350	36
238	27
437	27
254	35
359	27
26	17
430	45
53	44
222	12
429	23
167	45
324	49
129	23
404	46
364	4
327	26
285	45
328	6
181	23
257	44
86	12
278	4
70	45
132	43
275	39
174	11
63	12
405	23
317	13
439	41
444	27
237	4
198	10
315	4
351	27
164	44
18	2
259	23
204	4
244	58
463	43
404	60
449	23
233	27
221	27
321	43
336	53
102	39
37	7
382	43
117	20
310	24
16	2
161	16
19	43
152	45
180	12
432	11
176	23
195	47
389	27
365	34
205	10
105	43
417	13
344	29
46	45
402	43
346	21
262	45
411	43
104	48
428	20
455	6
13	23
68	48
359	35
49	27
347	49
433	23
417	34
153	43
415	34
236	20
325	27
272	34
116	6
294	27
372	34
20	50
149	49
269	27
14	34
254	20
169	60
259	36
90	12
15	11
329	52
107	23
161	0
45	43
98	60
20	46
192	2
3	4
120	12
96	27
176	12
78	27
64	50
275	43
113	11
452	42
21	49
36	12
230	27
446	20
428	33
311	29
163	12
53	43
17	16
97	27
201	4
363	20
54	45
41	36
251	18
71	58
230	4
289	27
173	20
333	17
30	46
200	50
440	6
375	49
59	4
386	8
123	43
461	20
212	27
189	23
107	50
337	2
432	46
377	12
222	27
254	60
176	60
229	54
165	44
187	33
235	18
56	2
258	47
435	13
282	4
369	35
245	6
125	13
43	13
298	49
235	36
38	4
356	20
92	12
354	23
452	27
293	33
416	60
103	43
111	20
42	2
274	42
45	16
39	1
156	27
399	2
70	7
161	42
417	35
105	12
71	23
353	27
239	27
120	2
92	17
162	60
312	27
452	46
181	2
46	43
253	12
331	49
76	2
396	18
5	15
139	17
202	44
153	51
65	4
337	4
348	29
196	2
51	23
416	23
219	43
55	49
284	23
38	3
393	4
77	2
407	33
201	50
335	46
254	27
387	44
181	27
446	49
28	15
91	21
374	48
253	45
38	27
10	12
79	27
266	4
261	43
334	44
391	43
409	20
307	27
61	11
281	23
57	27
58	35
39	20
447	49
407	46
280	27
199	13
124	23
388	49
277	59
263	23
170	49
367	36
112	12
47	43
149	35
319	36
166	52
401	27
424	49
151	45
22	2
378	27
121	34
8	18
420	46
259	43
219	6
286	49
422	35
321	36
219	4
1	23
52	4
303	49
123	0
381	4
250	20
84	35
203	9
21	43
134	20
62	4
419	21
426	50
460	46
185	35
115	10
13	43
270	21
372	2
358	23
406	27
68	23
208	61
167	2
428	36
83	0
371	45
37	13
384	45
240	4
218	6
246	27
374	42
110	23
273	20
32	23
340	36
70	4
452	53
193	12
237	6
224	20
255	43
197	53
211	4
453	34
241	2
111	15
345	49
16	40
86	4
287	42
428	43
460	48
417	59
459	58
443	48
87	37
142	24
73	2
410	2
306	6
269	20
100	2
208	2
213	2
288	20
38	34
253	6
392	57
128	5
285	4
156	49
95	21
134	50
428	18
263	45
87	33
21	23
255	48
221	4
107	20
19	49
427	6
428	27
149	20
357	15
216	35
403	2
190	44
299	33
229	27
33	20
118	20
309	27
256	36
38	31
325	20
27	2
356	27
281	6
445	49
36	46
36	23
200	2
160	4
59	16
46	48
56	23
179	29
13	2
123	27
448	14
227	23
297	27
146	44
248	2
50	47
422	21
321	6
300	60
60	29
87	44
279	20
304	34
161	27
104	58
457	35
34	4
268	27
80	20
92	6
12	49
183	27
90	27
20	12
16	20
144	20
436	45
394	27
106	50
129	35
