241	5
275	45
210	52
112	49
237	27
22	75
305	24
234	66
49	0
100	65
109	76
252	21
54	0
215	46
239	27
215	41
317	52
198	73
33	4
280	69
182	61
194	61
13	19
162	73
32	73
199	32
125	52
136	69
197	54
99	63
1	35
295	74
110	60
247	21
7	59
129	60
59	69
68	51
41	28
71	40
91	36
308	74
94	77
145	54
9	19
177	59
73	13
122	65
206	57
141	63
270	62
27	3
191	69
262	38
321	2
135	5
279	45
170	16
30	72
75	13
186	57
189	17
231	20
111	53
300	52
284	62
172	57
93	19
40	28
183	76
235	41
311	69
80	30
260	73
161	1
79	30
290	66
328	66
193	53
149	17
42	28
259	40
106	47
98	5
121	52
58	65
288	2
174	1
180	60
86	32
297	66
102	5
324	69
57	65
108	5
245	40
130	1
218	49
271	62
296	2
173	52
69	57
251	69
72	13
65	68
152	60
67	23
114	47
269	32
39	25
139	27
158	73
77	71
287	57
20	63
143	61
157	40
47	0
74	42
43	70
17	75
134	5
164	36
163	46
202	40
3	5
214	54
148	37
314	2
242	32
2	22
329	24
225	59
175	53
107	65
89	36
70	58
258	63
127	73
292	2
226	65
163	41
221	17
160	38
294	2
244	15
85	67
223	5
101	73
29	47
97	47
267	17
272	62
273	69
322	24
135	44
313	69
56	69
240	41
204	69
190	73
14	19
200	21
155	60
84	48
66	65
246	21
105	53
92	36
26	77
123	26
83	30
128	63
55	0
96	77
146	49
291	74
104	53
250	17
277	45
87	73
176	50
236	46
303	24
44	34
187	69
45	34
106	35
310	52
196	26
124	65
179	21
50	60
326	65
19	75
263	53
156	5
208	73
281	45
323	66
307	52
265	17
298	52
132	62
216	17
222	73
227	27
113	76
304	69
126	65
153	60
62	69
106	24
209	5
248	17
147	1
220	21
319	24
131	10
28	12
167	21
23	75
150	56
154	66
217	20
233	17
236	41
64	68
320	69
166	77
115	69
46	34
195	26
61	40
21	75
37	10
264	54
63	68
301	2
184	21
53	33
283	62
52	69
254	27
95	17
76	29
90	8
230	52
286	17
12	19
203	76
232	21
205	73
81	30
144	9
15	6
96	17
133	32
257	17
159	65
316	69
48	11
120	16
140	61
11	61
268	26
274	5
282	69
293	28
137	21
24	75
18	75
229	21
169	73
106	55
165	5
212	69
